Physics,Sections,CFG,mse,var_diff
k01,fix,8,tensor(49903.4023),39.71914416198729
k1,fix,3,tensor(52230.2266),1.501765136718756
k1,fix,7,tensor(57406.9180),7.652042117309577
k01,fix,5,tensor(41050.9766),19.59406405029296
k1,fix,2,tensor(46140.1758),0.3441032958984387
k01,fix,3,tensor(35859.8398),12.975011734008785
k1,fix,6,tensor(57785.5703),9.577227413940435
k1,fix,6,tensor(47925.6289),12.565889175415041
k1,fix,3,tensor(56375.7070),5.852742269897469
k01,fix,2,tensor(44501.3008),12.787871868896477
k01,fix,5,tensor(33002.5039),20.420222467041018
k01,fix,1,tensor(60904.6641),8.64363227539063
k1,fix,3,tensor(43817.9375),7.297187374877929
k01,fix,7,tensor(44180.3828),23.63792659301757
k1,fix,2,tensor(48340.8789),6.046877319335945
k01,fix,1,tensor(30642.9199),0.26427345886230214
k1,fix,7,tensor(48895.1719),8.48155858154296
k1,fix,5,tensor(51523.9219),5.104225134277339
k1,fix,7,tensor(58865.6016),8.719732214355474
k01,fix,8,tensor(51259.8320),23.631460427856435
k1,fix,3,tensor(50660.1367),5.1606204284668
k1,fix,8,tensor(57907.5977),2.1893896209716814
k1,fix,4,tensor(56003.2930),6.557256781005865
k1,fix,8,tensor(58952.9961),1.7723301269531326
k1,fix,4,tensor(53235.2969),1.3906778564453148
k1,fix,1,tensor(44224.5117),2.961655953979495
k1,fix,6,tensor(58805.8047),6.952965261840827
k01,fix,4,tensor(29770.1816),17.47012493286132
k1,fix,5,tensor(47089.0547),9.975065231323239
k01,fix,7,tensor(44507.5742),19.628387792968734
k01,fix,2,tensor(34974.8594),9.49236833190918
k01,fix,3,tensor(32341.5957),22.744968371582022
k1,fix,5,tensor(56048.4961),3.9005646057128978
k01,fix,2,tensor(26066.8633),12.961705371093753
k01,fix,1,tensor(24921.8691),9.98787875366212
k1,fix,7,tensor(56812.5625),0.6903153076171904
k1,fix,1,tensor(47033.7109),2.462767410278321
k1,fix,4,tensor(57491.8555),13.928124365234382
k01,fix,7,tensor(43041.0625),62.577740332031226
k01,fix,6,tensor(38485.0273),29.475956457519533
k1,fix,5,tensor(50748.2109),8.367884698486325
k1,fix,4,tensor(51904.6523),5.286732284545888
k01,fix,1,tensor(27768.4258),1.7048446899413996
k1,fix,7,tensor(58511.1016),3.958439251708981
k1,fix,2,tensor(52896.7305),5.391656933593751
k1,fix,7,tensor(52457.2266),3.3407186035156258
k1,fix,5,tensor(55001.0547),1.5537986206054768
k1,fix,1,tensor(47987.3984),6.84433878479004
k1,fix,5,tensor(55901.7070),6.137947094726563
k01,fix,4,tensor(39682.6016),24.089509390258794
k01,fix,3,tensor(35258.6758),6.6020619018554605
k01,fix,3,tensor(28968.1309),14.574688629150383
k01,fix,2,tensor(28259.5703),6.349749041748044
k1,fix,1,tensor(47134.6289),3.756740359497069
k1,fix,8,tensor(57285.0156),3.6772614532470698
k1,fix,6,tensor(58237.0273),9.740909085083015
k1,fix,2,tensor(52029.3672),0.17183149108886298
k1,fix,6,tensor(48172.1133),7.25822958679198
k01,fix,6,tensor(41912.3281),26.361773287963867
k01,fix,5,tensor(43322.0430),22.526499200439428
k01,fix,8,tensor(47662.0664),27.41824082336426
k01,fix,4,tensor(37583.1953),6.911996923828131
k1,fix,3,tensor(11528.9590),65.53488089908215
k01,fix,7,tensor(15237.8203),171.73504235117898
k01,fix,4,tensor(19584.0977),73.0135192489783
k01,fix,8,tensor(830.9225),152.60442475267672
k01,fix,8,tensor(13476.5918),187.69786425760913
k01,fix,6,tensor(22819.5273),149.02658872274696
k1,fix,8,tensor(2390.8799),56.71439229066747
k1,fix,1,tensor(5089.7505),34.48448406125743
k01,fix,1,tensor(8370.7529),39.89951973644609
k01,fix,2,tensor(19972.3203),76.92277553547228
k01,fix,4,tensor(29921.),69.11300340149613
k01,fix,7,tensor(6548.7607),169.16857779875045
k01,fix,8,tensor(11607.4502),111.26376412680423
k01,fix,1,tensor(33952.5547),87.5310388999599
k01,fix,7,tensor(28338.2520),91.1082598882037
k1,fix,8,tensor(14287.3555),83.87032319068511
k01,fix,5,tensor(13164.2656),111.38788313986807
k1,fix,2,tensor(6214.6597),66.46761783725368
k1,fix,1,tensor(4259.8105),50.414800647892875
k1,fix,2,tensor(8477.8896),59.40632518814385
k01,fix,6,tensor(21929.9688),70.9485065693758
k01,fix,2,tensor(9687.7354),93.64946824041617
k01,fix,6,tensor(16472.9043),119.67756992834205
k1,fix,4,tensor(6602.6641),75.32331703246408
k01,fix,6,tensor(22231.5625),116.27067895116335
k1,fix,4,tensor(5342.8789),47.22819006815397
k01,fix,4,tensor(17539.3125),88.0327217836074
k1,fix,6,tensor(7649.9263),59.09306016419143
k01,fix,5,tensor(22133.5898),71.70173703487195
k01,fix,3,tensor(17167.0898),51.8583072215902
k1,fix,3,tensor(6106.2598),48.89941940085186
k01,fix,5,tensor(25906.3398),54.48894352974469
k01,fix,3,tensor(24148.4258),53.610977020327226
k1,fix,8,tensor(5787.7749),51.50563594590917
k01,fix,8,tensor(6758.9736),129.48465413860558
k1,fix,3,tensor(6381.2607),61.885297947652845
k1,fix,7,tensor(4468.7964),50.167755215925645
k01,fix,5,tensor(23281.7539),138.4228748478824
k1,fix,2,tensor(5033.4575),66.04284210395734
k01,fix,3,tensor(15937.3242),123.05324826127338
k1,fix,6,tensor(9163.7129),81.12211591092213
k1,fix,6,tensor(4018.2075),55.22321528347767
k1,fix,3,tensor(13742.1758),44.68480378277647
k01,fix,2,tensor(15687.1836),50.071860946153215
k01,fix,5,tensor(26368.8242),149.50033344998053
k01,fix,1,tensor(2430.9243),61.361963547750676
k1,fix,3,tensor(13111.4199),66.64300983878583
k01,fix,7,tensor(13020.0303),154.83627185877143
k1,fix,2,tensor(6416.3662),79.55730510363723
k01,fix,1,tensor(30931.6836),69.25747556102517
k1,fix,7,tensor(2649.8716),48.55134178330032
k1,fix,5,tensor(4915.0371),49.2356809578752
k1,fix,7,tensor(7962.7979),64.80910682916542
k01,fix,8,tensor(27053.9531),95.77625823428065
k1,fix,3,tensor(7444.4541),57.45887130997868
k1,fix,8,tensor(4725.1816),56.89576426946536
k1,fix,4,tensor(8518.9453),48.30428199497972
k1,fix,8,tensor(3603.2148),58.4711919655059
k1,fix,4,tensor(8562.4580),59.436421042827206
k1,fix,1,tensor(6073.0010),47.07379512635929
k1,fix,6,tensor(5054.3804),62.88851127958159
k01,fix,4,tensor(13470.1260),79.60017660030569
k1,fix,5,tensor(6641.4976),62.2081323931089
k01,fix,7,tensor(14315.0723),116.57158555074909
k01,fix,2,tensor(27239.9648),78.01043879752457
k01,fix,3,tensor(33546.7656),112.5129284777278
k1,fix,5,tensor(9526.9570),54.49510525247047
k01,fix,2,tensor(23787.7148),65.83509708453794
k01,fix,1,tensor(16589.2461),41.89225205973951
k1,fix,7,tensor(7637.2744),88.02490072953407
k1,fix,1,tensor(5333.5703),57.81595472076048
k1,fix,4,tensor(11817.8750),61.22540274305871
k01,fix,7,tensor(17351.6191),123.77881252760689
k01,fix,6,tensor(10336.4473),155.46967291841904
k1,fix,5,tensor(14615.0195),64.76460132654485
k1,fix,4,tensor(12197.0430),80.8163790371159
k01,fix,1,tensor(6711.5537),92.17948349234165
k1,fix,7,tensor(3884.6111),59.931796536650175
k1,fix,2,tensor(6528.5625),84.33803977473782
k1,fix,7,tensor(15487.9775),74.48214831624314
k1,fix,5,tensor(6540.6299),51.7797828747401
k1,fix,1,tensor(13196.5068),86.71395219439819
k1,fix,5,tensor(10482.7910),63.3205796908657
k01,fix,4,tensor(24338.3086),90.38316585440677
k01,fix,3,tensor(19522.3867),57.797780600551356
k01,fix,3,tensor(16319.0850),52.60308870302046
k01,fix,2,tensor(30843.4746),63.382842903184866
k1,fix,1,tensor(5702.5293),46.33280874281712
k1,fix,8,tensor(4421.0078),66.03132328158964
k1,fix,6,tensor(9973.5156),60.420653871077874
k1,fix,2,tensor(13076.5508),53.614477555585964
k1,fix,6,tensor(17979.6465),59.688217855800644
k01,fix,6,tensor(18134.3223),104.64367992904769
k01,fix,5,tensor(19165.0645),89.8127227363761
k01,fix,8,tensor(11708.9492),192.92823886831619
k01,fix,4,tensor(17053.4609),92.69852136423667
k1,fix,3,tensor(340526.5312),349.95006338050393
k01,fix,7,tensor(54599.0117),59.73597317041096
k01,fix,4,tensor(76210.2422),91.76069381986198
k01,fix,8,tensor(5486.2188),9.414399761325802
k01,fix,8,tensor(76413.1406),111.69566410409239
k01,fix,6,tensor(38393.0625),125.68440759059479
k1,fix,8,tensor(884298.),9.169280939839734
k1,fix,1,tensor(98012.4688),297.1823056243187
k01,fix,1,tensor(177766.2500),58.391157613437585
k01,fix,2,tensor(17112.2676),167.09629371193304
k01,fix,4,tensor(14756.0088),172.12935002576086
k01,fix,7,tensor(5486.2188),9.40866088041942
k01,fix,8,tensor(394.9048),62.99617101773498
k01,fix,1,tensor(61383.9023),203.48755288008036
k01,fix,7,tensor(2351.7295),68.4169860806834
k1,fix,8,tensor(1552254.5000),80.82122981812645
k01,fix,5,tensor(4304.4741),3.714418748573978
k1,fix,2,tensor(176802.3750),413.6252332061223
k1,fix,1,tensor(392871.8750),466.09021664542587
k1,fix,2,tensor(356156.8438),371.6207445391195
k01,fix,6,tensor(6507.8652),113.36632126456921
k01,fix,2,tensor(161975.5938),116.56260168674895
k01,fix,6,tensor(37622.0586),80.87836803314556
k1,fix,4,tensor(1056154.3750),197.02861918340574
k01,fix,6,tensor(1631.1272),78.3735312445864
k1,fix,4,tensor(337623.4375),262.64847166516313
k01,fix,4,tensor(175847.9062),107.83186691061363
k1,fix,6,tensor(1000623.8125),70.09222040748905
k01,fix,5,tensor(16486.5078),148.05101769933705
k01,fix,3,tensor(177922.2812),150.0578906986119
k1,fix,3,tensor(289948.9062),320.7201367920318
k01,fix,5,tensor(29410.8555),102.2807853455283
k01,fix,3,tensor(114466.8828),77.1220420725994
k1,fix,8,tensor(1460184.7500),7.954418572301535
k01,fix,8,tensor(47559.8438),91.21600616603621
k1,fix,3,tensor(715635.3125),298.90739849414484
k1,fix,7,tensor(1108184.8750),18.464950297444883
k01,fix,5,tensor(1246.2485),138.6281039133273
k1,fix,2,tensor(670347.8750),216.7278374630158
k01,fix,3,tensor(1999.8160),149.4760620216217
k1,fix,6,tensor(646099.7500),202.2117885509138
k1,fix,6,tensor(1570192.),28.580325525344676
k1,fix,3,tensor(640439.5625),214.52989632506961
k01,fix,2,tensor(98035.0547),107.26758211918816
k01,fix,5,tensor(131751.6875),105.47988278444167
k01,fix,1,tensor(70209.9375),158.43749405823246
k1,fix,3,tensor(480822.9062),406.9848664501927
k01,fix,7,tensor(87.9740),85.55146510617806
k1,fix,2,tensor(187544.7500),486.3478597885471
k01,fix,1,tensor(172577.1562),159.04402189528122
k1,fix,7,tensor(883863.3125),10.541255548620558
k1,fix,5,tensor(1287052.5000),45.75896878446226
k1,fix,7,tensor(1783946.7500),13.581802409426334
k01,fix,8,tensor(1378.8409),95.29892670057347
k1,fix,3,tensor(718464.9375),280.5282130883538
k1,fix,8,tensor(597210.),58.859354781485564
k1,fix,4,tensor(1640164.1250),104.99691416780132
k1,fix,8,tensor(1422020.1250),6.702768989096725
k1,fix,4,tensor(393575.6250),296.03201904626974
k1,fix,1,tensor(292796.),252.0640368794286
k1,fix,6,tensor(653957.1250),25.775542470169682
k01,fix,4,tensor(28356.4453),135.60427674891304
k1,fix,5,tensor(483100.3125),159.7392529105418
k01,fix,7,tensor(2669.3010),101.10666598314334
k01,fix,2,tensor(168856.6719),136.56734154197318
k01,fix,3,tensor(246675.0156),107.67952803781446
k1,fix,5,tensor(913392.8750),68.84830886238393
k01,fix,2,tensor(142912.7656),97.58122378855283
k01,fix,1,tensor(55044.9883),51.831173044207816
k1,fix,7,tensor(1526953.7500),154.53638976918742
k1,fix,1,tensor(154299.2344),342.25080076870626
k1,fix,4,tensor(1122015.5000),109.58279940500458
k01,fix,7,tensor(88077.6562),83.85546211502628
k01,fix,6,tensor(5486.2188),9.403126858452838
k1,fix,5,tensor(851381.5625),396.0493943506864
k1,fix,4,tensor(443127.2500),486.8713185056086
k01,fix,1,tensor(72347.0547),125.71722640702376
k1,fix,7,tensor(986281.),17.66109665024274
k1,fix,2,tensor(664330.3125),407.9219597444591
k1,fix,7,tensor(398735.8750),407.5618844246336
k1,fix,5,tensor(1822517.),120.4692278914093
k1,fix,1,tensor(432966.),428.7736787935281
k1,fix,5,tensor(465061.8750),315.96166553982135
k01,fix,4,tensor(126032.7109),74.77431383643554
k01,fix,3,tensor(82348.4609),104.43526591192136
k01,fix,3,tensor(89756.9141),95.19403577095885
k01,fix,2,tensor(94030.2500),101.22179282040386
k1,fix,1,tensor(218324.8438),400.73924787654437
k1,fix,8,tensor(1402107.1250),85.13263867854297
k1,fix,6,tensor(652562.3125),29.50039718240064
k1,fix,2,tensor(209434.3750),376.5096896529004
k1,fix,6,tensor(1354992.1250),157.3427961812657
k01,fix,6,tensor(4542.1226),133.9803019843919
k01,fix,5,tensor(60581.5469),101.31466286114062
k01,fix,8,tensor(2804.5039),33.32542177636665
k01,fix,4,tensor(1101.6211),71.11666540844237
k1,fix,3,tensor(1988.8201),118.40968469697603
k01,fix,7,tensor(36375.8516),105.15422129252599
k01,fix,4,tensor(60238.2188),178.98418921624182
k01,fix,8,tensor(42879.8398),386.0847355524699
k01,fix,8,tensor(34336.2383),172.93877082617104
k01,fix,6,tensor(50484.5703),92.87240593882103
k1,fix,8,tensor(373613.1250),216.81976263323065
k1,fix,1,tensor(246.1717),88.55163843777716
k01,fix,1,tensor(36948.7344),111.13002370760825
k01,fix,2,tensor(11680.9854),234.23540888027267
k01,fix,4,tensor(85903.7266),284.8593462708316
k01,fix,7,tensor(28509.4707),469.3986662769534
k01,fix,8,tensor(32311.7461),347.672553308967
k01,fix,1,tensor(189456.2500),148.2116191684524
k01,fix,7,tensor(35561.5742),287.0002303804671
k1,fix,8,tensor(1142.5859),378.14506103122045
k01,fix,5,tensor(31062.2637),465.2178639792531
k1,fix,2,tensor(303.9933),61.14551750386383
k1,fix,1,tensor(2775.5249),114.21829240176142
k1,fix,2,tensor(19922.7148),103.43939886828399
k01,fix,6,tensor(35744.4688),298.6919919779512
k01,fix,2,tensor(120049.6719),150.65311131077289
k01,fix,6,tensor(42089.5039),153.30532727922707
k1,fix,4,tensor(182053.9375),144.29899713403785
k01,fix,6,tensor(36689.4062),328.6583057650093
k1,fix,4,tensor(33268.2070),168.66994152371845
k01,fix,4,tensor(65038.6719),151.98553442252194
k1,fix,6,tensor(92114.8438),168.4144544114872
k01,fix,5,tensor(53907.9375),235.95147642472975
k01,fix,3,tensor(283145.4688),131.32327023763509
k1,fix,3,tensor(70921.7656),134.3726349201332
k01,fix,5,tensor(38010.4922),228.29688490437272
k01,fix,3,tensor(52690.8984),131.3142066055955
k1,fix,8,tensor(265080.1875),192.23322447519453
k01,fix,8,tensor(19791.4727),183.60111826401447
k1,fix,3,tensor(6563.3608),130.08427442823137
k1,fix,7,tensor(216386.8750),138.67520508690487
k01,fix,5,tensor(38068.6562),338.8466051787206
k1,fix,2,tensor(18368.7734),121.9357639332207
k01,fix,3,tensor(109407.5781),292.2601069355227
k1,fix,6,tensor(2515.3672),165.3854591538306
k1,fix,6,tensor(302597.1250),176.71464188893634
k1,fix,3,tensor(65711.1719),198.5319959928119
k01,fix,2,tensor(15957.3223),159.6290099409973
k01,fix,5,tensor(50779.3047),80.41723741587597
k01,fix,1,tensor(19545.1387),133.65701786028285
k1,fix,3,tensor(286.5265),164.73305919867795
k01,fix,7,tensor(35158.5234),336.4847361625188
k1,fix,2,tensor(312.1024),106.75052868590063
k01,fix,1,tensor(6301.1606),174.3847717914452
k1,fix,7,tensor(221019.0312),251.3116959660502
k1,fix,5,tensor(89117.0859),188.2475233013127
k1,fix,7,tensor(225223.9062),129.56908775078736
k01,fix,8,tensor(33887.6055),292.98027684088464
k1,fix,3,tensor(56989.6758),120.08941872914633
k1,fix,8,tensor(3164.2153),230.73772966726568
k1,fix,4,tensor(111280.5625),143.85575279897571
k1,fix,8,tensor(374755.2812),126.82951676331953
k1,fix,4,tensor(584.0447),124.63957229709408
k1,fix,1,tensor(663.7988),81.51614672040184
k1,fix,6,tensor(172846.6875),141.95905033747354
k01,fix,4,tensor(73632.5469),245.71749417852115
k1,fix,5,tensor(267698.5938),170.10655002961624
k01,fix,7,tensor(33216.8555),349.38140832269545
k01,fix,2,tensor(147404.0312),93.36559537857298
k01,fix,3,tensor(365043.5938),63.12359779924492
k1,fix,5,tensor(72622.1641),188.97781961034485
k01,fix,2,tensor(158837.0312),114.6987053531638
k01,fix,1,tensor(127292.0547),129.4109518533391
k1,fix,7,tensor(2760.7893),179.11729112936527
k1,fix,1,tensor(608.7144),79.18377138427597
k1,fix,4,tensor(63309.2227),168.2346409443014
k01,fix,7,tensor(24047.2168),212.51753236809552
k01,fix,6,tensor(27804.9531),490.886869741946
k1,fix,5,tensor(567.7453),255.05479685465494
k1,fix,4,tensor(4663.7363),207.25350289009594
k01,fix,1,tensor(32589.5117),107.87680340678244
k1,fix,7,tensor(313071.6562),162.7198059499399
k1,fix,2,tensor(65827.7188),128.16097321910382
k1,fix,7,tensor(1111.9298),327.1121142672844
k1,fix,5,tensor(277610.5000),151.99088280865934
k1,fix,1,tensor(3895.9956),126.79906515415564
k1,fix,5,tensor(5044.6533),156.4187343363859
k01,fix,4,tensor(58495.5391),78.46761661646319
k01,fix,3,tensor(220206.0938),206.15962797822323
k01,fix,3,tensor(120547.1641),172.52099562772548
k01,fix,2,tensor(61817.9688),146.25443888251203
k1,fix,1,tensor(4800.2407),84.56597997812456
k1,fix,8,tensor(265731.5312),177.90735953519135
k1,fix,6,tensor(165158.1719),126.91884999696899
k1,fix,2,tensor(8151.9434),104.00578029355765
k1,fix,6,tensor(2203.8130),279.25071254068496
k01,fix,6,tensor(37818.4648),317.5424441783066
k01,fix,5,tensor(53450.8359),184.372869236399
k01,fix,8,tensor(33182.7852),308.6071167132753
k01,fix,4,tensor(85095.8203),377.14869911276026